,parking,blind,lane,parkX,parkZ,stageX,stageZ,spd,gas,range,err] 83.1,40,82.9,14.6,0,0,9,51.2,80,-999,-999,10.9,0.66,18,-0.91
91.5,59.8,86.7,9.4,0,0,-0.13,53.9,78.8,-999,-999,7.9,1,18,-0.32
91.5,59.5,87,9.4,0,0,-0.23,53.9,78.8,-999,-999,8.1,1,18,-0.34
91.6,59.2,87.2,9.5,0,0,-0.34,53.9,78.8,-999,-999,8.3,0.66,18,0.12
91.6,58.8,87.5,9.5,0,0,-0.45,53.9,78.8,-999,-999,8.5,1,18,0.09
91.7,58.5,87.7,9.6,0,0,-0.09,54.1,77.7,-999,-999,8.7,1,18,-0.01
91.7,58.1,88,9.7,0,0,-0.23,54.1,77.7,-999,-999,8.9,1,18,-0.05
91.8,57.8,88.3,9.8,0,0,-0.38,54.1,77.7,-999,-999,9.1,1,18,-0.09
91.8,57.4,88.5,9.9,0,0,-0.53,54.1,77.7,-999,-999,9.3,1,18,-0.12
91.9,57,88.8,10,0,0,-0.69,54.1,77.7,-999,-999,9.6,1,18,-0.16
91.9,56.6,89.1,10.2,0,0,-0.84,54.1,77.7,-999,-999,9.7,1,18,-0.19
92,56.2,89.4,10.4,0,0,0.08,51.5,80.7,-999,-999,9.9,1,18,-0.39
92,55.8,89.6,10.6,0,0,0.18,51.5,80.7,-999,-999,10.1,1,18,-0.43
92.1,55.4,89.9,10.8,0,0,0.05,51.5,80.7,-999,-999,10.3,1,18,-0.46
92.1,54.9,90.2,11,0,0,9,51.5,80.7,-999,-999,10.5,1,18,-0.49
92.2,54.5,90.5,11.3,0,0,9,51.5,80.7,-999,-999,10.6,1,18,-0.51
92.2,54,90.8,11.6,0,0,9,51.5,80.7,-999,-999,10.8,1,18,-0.52
92.3,53.6,91.1,11.8,0,0,9,51.5,80.7,-999,-999,10.9,1,18,-0.54
92.3,53.1,91.3,12.1,0,0,9,51.5,80.7,-999,-999,11.1,1,18,-0.55
92.4,52.6,91.6,12.4,0,0,9,51.5,80.7,-999,-999,11.2,1,18,-0.55
92.4,52.1,91.8,12.8,0,0,9,51.5,80.7,-999,-999,11.3,1,18,-0.56
92.5,51.6,92.1,13.1,0,0,9,51.5,80.7,-999,-999,11.4,1,18,-0.56
92.5,51,92.3,13.4,0,0,9,51.5,80.7,-999,-999,11.5,1,18,-0.98
92.6,50.5,92.5,13.7,0,0,9,51.5,80.7,-999,-999,11.5,1,18,-0.98
92.6,49.9,92.6,14,0,0,9,51.5,80.7,-999,-999,11.6,1,18,-0.97
92.7,49.4,92.8,14.4,0,0,9,51.5,80.7,-999,-999,11.6,1,18,-0.95
92.7,48.8,92.9,14.7,0,0,9,51.5,80.7,-999,-999,11.7,1,18,-0.92
92.8,48.2,93,15,0,0,9,51.5,80.7,-999,-999,11.7,1,18,-0.9
92.8,47.7,93.1,15.3,0,0,9,51.5,80.7,-999,-999,11.7,1,18,-0.87
92.9,47.1,93.1,15.6,0,0,9,51.5,80.7,-999,-999,11.7,1,18,-0.84
92.9,46.5,93.1,15.8,0,0,9,51.5,80.7,-999,-999,11.7,1,18,-0.81
93,45.9,93.1,16.1,0,0,9,51.5,80.7,-999,-999,11.6,1,15,-1.21
93,45.3,93,16.3,0,0,9,51.5,80.7,-999,-999,11.5,0.66,15,-1.18
93.1,44.8,92.9,16.6,0,0,9,51.5,80.7,-999,-999,11.3,0.66,15,-1.15
93.1,44.2,92.8,16.8,0,0,9,51.5,80.7,-999,-999,11.1,0.66,15,-1.12
93.2,43.7,92.6,17,0,0,9,51.5,80.7,-999,-999,11,0.66,15,-1.09
93.2,43.2,92.4,17.1,0,0,9,51.5,80.7,-999,-999,10.8,0.66,15,-1.06
93.3,42.7,92.2,17.3,0,0,9,51.5,80.7,-999,-999,10.6,0.66,13.5,-1.03
93.3,42.3,91.9,17.4,0,0,9,51.5,80.7,-999,-999,10.4,0.66,13.5,-1
93.4,41.8,91.7,17.5,0,0,9,51.5,80.7,-999,-999,10.3,0.66,13.5,-0.97
93.4,41.4,91.4,17.6,0,0,9,51.5,80.7,-999,-999,10.1,0.66,13.5,-0.94
93.5,41,91.1,17.6,0,0,9,51.5,80.7,-999,-999,9.9,0.66,13.5,-0.92
93.5,40.7,90.7,17.7,0,0,9,51.5,80.7,-999,-999,9.8,0.66,13.5,-0.89
93.6,40.3,90.4,17.7,0,0,9,51.5,80.7,-999,-999,9.7,0.66,13.5,-0.86
93.6,40,90,17.7,0,0,9,51.5,80.7,-999,-999,9.5,0.66,13.5,-0.83
93.7,39.8,89.6,17.7,0,0,9,51.5,80.7,-999,-999,9.4,0.66,13.5,-0.8
93.7,39.5,89.2,17.7,0,0,9,51.5,80.7,-999,-999,9.4,1,18,-0.35
93.8,39.3,88.8,17.6,0,0,9,51.5,80.7,-999,-999,9.4,1,18,-0.34
93.8,39.1,88.4,17.6,0,0,9,51.5,80.7,-999,-999,9.5,1,18,-0.33
93.9,38.9,87.9,17.5,0,0,9,51.5,80.7,-999,-999,9.6,1,18,-0.33
93.9,38.8,87.4,17.4,0,0,9,51.5,80.7,-999,-999,9.7,1,18,-0.34
94,38.7,87,17.3,0,0,9,51.5,80.7,-999,-999,9.8,1,18,-0.34
94,38.6,86.5,17.2,0,0,9,51.5,80.7,-999,-999,9.8,0.66,15,-1.19
94.1,38.5,86,17,0,0,9,51.5,80.7,-999,-999,9.8,0.66,15,-1.18
94.1,38.4,85.5,16.9,0,0,9,51.5,80.7,-999,-999,9.8,0.66,15,-1.16
94.2,38.4,85,16.8,0,0,9,51.5,80.7,-999,-999,9.8,0.66,13.5,-1.14
94.2,38.3,84.6,16.6,0,0,9,51.5,80.7,-999,-999,9.8,0.66,13.5,-1.12
94.3,38.3,84.1,16.5,0,0,9,51.5,80.7,-999,-999,9.8,0.66,13.5,-1.09
94.3,38.4,83.6,16.3,0,0,9,51.5,80.7,-999,-999,9.7,0.66,13.5,-1.07
94.4,38.4,83.1,16.2,0,0,9,51.5,80.7,-999,-999,9.7,0.66,13.5,-1.04
94.4,38.5,82.6,16,0,0,9,51.5,80.7,-999,-999,9.7,0.66,13.5,-1.01
94.5,38.6,82.1,15.8,0,0,9,51.5,80.7,-999,-999,9.6,0.66,13.5,-0.98
94.5,38.7,81.7,15.6,0,0,9,51.5,80.7,-999,-999,9.6,0.66,13.5,-0.96
94.6,38.9,81.2,15.4,0,0,9,51.5,80.7,-999,-999,9.5,0.66,18,-1.77
